dummy_case_field,ICD-9-CM Code,ICD-9-CM Code No Dec,ICD-9-CM Short Description,ICD-9-CM Long Description,AHRQ CCS Single Level Diagnosis Category Code,AHRQ CCS Single Level Diagnosis Category Name,Ursa Serial ID
,013.01,01301,TB meningitis-no exam,"Tuberculous meningitis, bacteriological or histological examination not done",1,Tuberculosis,215
,013.02,01302,TB meningitis-exam unkn,"Tuberculous meningitis, bacteriological or histological examination unknown (at present)",1,Tuberculosis,216
,013.03,01303,TB meningitis-micro dx,"Tuberculous meningitis, tubercle bacilli found (in sputum) by microscopy",1,Tuberculosis,217
,013.04,01304,TB meningitis-cult dx,"Tuberculous meningitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1,Tuberculosis,218
,013.05,01305,TB meningitis-histo dx,"Tuberculous meningitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1,Tuberculosis,219
,013.06,01306,TB meningitis-oth test,"Tuberculous meningitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1,Tuberculosis,220
,013.10,01310,Tubrclma meninges-unspec,"Tuberculoma of meninges, unspecified",1,Tuberculosis,221
,013.11,01311,Tubrclma mening-no exam,"Tuberculoma of meninges, bacteriological or histological examination not done",1,Tuberculosis,222
,013.12,01312,Tubrclma menin-exam unkn,"Tuberculoma of meninges, bacteriological or histological examination unknown (at present)",1,Tuberculosis,223
,013.13,01313,Tubrclma mening-micro dx,"Tuberculoma of meninges, tubercle bacilli found (in sputum) by microscopy",1,Tuberculosis,224
,013.14,01314,Tubrclma mening-cult dx,"Tuberculoma of meninges, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1,Tuberculosis,225
,013.15,01315,Tubrclma mening-histo dx,"Tuberculoma of meninges, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1,Tuberculosis,226
,013.16,01316,Tubrclma mening-oth test,"Tuberculoma of meninges, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1,Tuberculosis,227
,013.20,01320,Tuberculoma brain-unspec,"Tuberculoma of brain, unspecified",1,Tuberculosis,228
,013.21,01321,Tubrcloma brain-no exam,"Tuberculoma of brain, bacteriological or histological examination not done",1,Tuberculosis,229
,013.22,01322,Tubrclma brain-exam unkn,"Tuberculoma of brain, bacteriological or histological examination unknown (at present)",1,Tuberculosis,230
,013.23,01323,Tubrcloma brain-micro dx,"Tuberculoma of brain, tubercle bacilli found (in sputum) by microscopy",1,Tuberculosis,231
,013.24,01324,Tubrcloma brain-cult dx,"Tuberculoma of brain, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1,Tuberculosis,232
,013.25,01325,Tubrcloma brain-histo dx,"Tuberculoma of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1,Tuberculosis,233
,013.26,01326,Tubrcloma brain-oth test,"Tuberculoma of brain, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1,Tuberculosis,234
,013.30,01330,TB brain abscess-unspec,"Tuberculous abscess of brain, unspecified",1,Tuberculosis,235
,013.31,01331,TB brain abscess-no exam,"Tuberculous abscess of brain, bacteriological or histological examination not done",1,Tuberculosis,236
,013.32,01332,TB brain absc-exam unkn,"Tuberculous abscess of brain, bacteriological or histological examination unknown (at present)",1,Tuberculosis,237
,013.33,01333,TB brain absc-micro dx,"Tuberculous abscess of brain, tubercle bacilli found (in sputum) by microscopy",1,Tuberculosis,238
,013.34,01334,TB brain abscess-cult dx,"Tuberculous abscess of brain, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1,Tuberculosis,239
,013.35,01335,TB brain absc-histo dx,"Tuberculous abscess of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1,Tuberculosis,240
,013.36,01336,TB brain absc-oth test,"Tuberculous abscess of brain, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1,Tuberculosis,241
,013.40,01340,Tubrclma sp cord-unspec,"Tuberculoma of spinal cord, unspecified",1,Tuberculosis,242
,013.41,01341,Tubrclma sp cord-no exam,"Tuberculoma of spinal cord, bacteriological or histological examination not done",1,Tuberculosis,243
,013.42,01342,Tubrclma sp cd-exam unkn,"Tuberculoma of spinal cord, bacteriological or histological examination unknown (at present)",1,Tuberculosis,244
,013.43,01343,Tubrclma sp crd-micro dx,"Tuberculoma of spinal cord, tubercle bacilli found (in sputum) by microscopy",1,Tuberculosis,245
,013.44,01344,Tubrclma sp cord-cult dx,"Tuberculoma of spinal cord, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1,Tuberculosis,246
,013.45,01345,Tubrclma sp crd-histo dx,"Tuberculoma of spinal cord, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1,Tuberculosis,247
,013.46,01346,Tubrclma sp crd-oth test,"Tuberculoma of spinal cord, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1,Tuberculosis,248
,013.50,01350,TB sp crd abscess-unspec,"Tuberculous abscess of spinal cord, unspecified",1,Tuberculosis,249
,013.51,01351,TB sp crd absc-no exam,"Tuberculous abscess of spinal cord, bacteriological or histological examination not done",1,Tuberculosis,250
,013.52,01352,TB sp crd absc-exam unkn,"Tuberculous abscess of spinal cord, bacteriological or histological examination unknown (at present)",1,Tuberculosis,251
,013.53,01353,TB sp crd absc-micro dx,"Tuberculous abscess of spinal cord, tubercle bacilli found (in sputum) by microscopy",1,Tuberculosis,252
,013.54,01354,TB sp crd absc-cult dx,"Tuberculous abscess of spinal cord, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1,Tuberculosis,253
,013.55,01355,TB sp crd absc-histo dx,"Tuberculous abscess of spinal cord, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1,Tuberculosis,254
,013.56,01356,TB sp crd absc-oth test,"Tuberculous abscess of spinal cord, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1,Tuberculosis,255
,013.60,01360,TB encephalitis-unspec,"Tuberculous encephalitis or myelitis, unspecified",1,Tuberculosis,256
,013.61,01361,TB encephalitis-no exam,"Tuberculous encephalitis or myelitis, bacteriological or histological examination not done",1,Tuberculosis,257
,013.62,01362,TB encephalit-exam unkn,"Tuberculous encephalitis or myelitis, bacteriological or histological examination unknown (at present)",1,Tuberculosis,258
,013.63,01363,TB encephalitis-micro dx,"Tuberculous encephalitis or myelitis, tubercle bacilli found (in sputum) by microscopy",1,Tuberculosis,259
,013.64,01364,TB encephalitis-cult dx,"Tuberculous encephalitis or myelitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1,Tuberculosis,260
,013.65,01365,TB encephalitis-histo dx,"Tuberculous encephalitis or myelitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1,Tuberculosis,261
,013.66,01366,TB encephalitis-oth test,"Tuberculous encephalitis or myelitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1,Tuberculosis,262
,013.80,01380,Cns TB NEC-unspec,"Other specified tuberculosis of central nervous system, unspecified",1,Tuberculosis,263
,013.81,01381,Cns TB NEC-no exam,"Other specified tuberculosis of central nervous system, bacteriological or histological examination not done",1,Tuberculosis,264
,013.82,01382,Cns TB NEC-exam unkn,"Other specified tuberculosis of central nervous system, bacteriological or histological examination unknown (at present)",1,Tuberculosis,265
,013.83,01383,Cns TB NEC-micro dx,"Other specified tuberculosis of central nervous system, tubercle bacilli found (in sputum) by microscopy",1,Tuberculosis,266
,013.84,01384,Cns TB NEC-cult dx,"Other specified tuberculosis of central nervous system, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1,Tuberculosis,267
,013.85,01385,Cns TB NEC-histo dx,"Other specified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1,Tuberculosis,268
,013.86,01386,Cns TB NEC-oth test,"Other specified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1,Tuberculosis,269
,013.90,01390,Cns TB NOS-unspec,"Unspecified tuberculosis of central nervous system, unspecified",1,Tuberculosis,270
,013.91,01391,Cns TB NOS-no exam,"Unspecified tuberculosis of central nervous system, bacteriological or histological examination not done",1,Tuberculosis,271
,013.92,01392,Cns TB NOS-exam unkn,"Unspecified tuberculosis of central nervous system, bacteriological or histological examination unknown (at present)",1,Tuberculosis,272
,013.93,01393,Cns TB NOS-micro dx,"Unspecified tuberculosis of central nervous system, tubercle bacilli found (in sputum) by microscopy",1,Tuberculosis,273
,013.94,01394,Cns TB NOS-cult dx,"Unspecified tuberculosis of central nervous system, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1,Tuberculosis,274
,013.95,01395,Cns TB NOS-histo dx,"Unspecified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1,Tuberculosis,275
,013.96,01396,Cns TB NOS-oth test,"Unspecified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1,Tuberculosis,276
,014.00,01400,TB peritonitis-unspec,"Tuberculous peritonitis, unspecified",1,Tuberculosis,277
,014.01,01401,TB peritonitis-no exam,"Tuberculous peritonitis, bacteriological or histological examination not done",1,Tuberculosis,278
,014.02,01402,TB peritonitis-exam unkn,"Tuberculous peritonitis, bacteriological or histological examination unknown (at present)",1,Tuberculosis,279
,014.03,01403,TB peritonitis-micro dx,"Tuberculous peritonitis, tubercle bacilli found (in sputum) by microscopy",1,Tuberculosis,280
,014.04,01404,TB peritonitis-cult dx,"Tuberculous peritonitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1,Tuberculosis,281
,014.05,01405,TB peritonitis-histo dx,"Tuberculous peritonitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1,Tuberculosis,282
,014.06,01406,TB peritonitis-oth test,"Tuberculous peritonitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1,Tuberculosis,283
,014.80,01480,Intestinal TB NEC-unspec,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, unspecified",1,Tuberculosis,284
,014.81,01481,Intestin TB NEC-no exam,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, bacteriological or histological examination not done",1,Tuberculosis,285
,014.82,01482,Intest TB NEC-exam unkn,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, bacteriological or histological examination unknown (at present)",1,Tuberculosis,286
,014.83,01483,Intestin TB NEC-micro dx,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli found (in sputum) by microscopy",1,Tuberculosis,287
,014.84,01484,Intestin TB NEC-cult dx,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1,Tuberculosis,288
,014.85,01485,Intestin TB NEC-histo dx,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1,Tuberculosis,289
,014.86,01486,Intestin TB NEC-oth test,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1,Tuberculosis,290
,015.00,01500,TB of vertebra-unspec,"Tuberculosis of vertebral column, unspecified",1,Tuberculosis,291
,015.01,01501,TB of vertebra-no exam,"Tuberculosis of vertebral column, bacteriological or histological examination not done",1,Tuberculosis,292
,015.02,01502,TB of vertebra-exam unkn,"Tuberculosis of vertebral column, bacteriological or histological examination unknown (at present)",1,Tuberculosis,293
,015.03,01503,TB of vertebra-micro dx,"Tuberculosis of vertebral column, tubercle bacilli found (in sputum) by microscopy",1,Tuberculosis,294
,015.04,01504,TB of vertebra-cult dx,"Tuberculosis of vertebral column, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1,Tuberculosis,295
,015.05,01505,TB of vertebra-histo dx,"Tuberculosis of vertebral column, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1,Tuberculosis,296
,015.06,01506,TB of vertebra-oth test,"Tuberculosis of vertebral column, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1,Tuberculosis,297
,015.10,01510,TB of hip-unspec,"Tuberculosis of hip, unspecified",1,Tuberculosis,298
,015.11,01511,TB of hip-no exam,"Tuberculosis of hip, bacteriological or histological examination not done",1,Tuberculosis,299
,015.12,01512,TB of hip-exam unkn,"Tuberculosis of hip, bacteriological or histological examination unknown (at present)",1,Tuberculosis,300
,015.13,01513,TB of hip-micro dx,"Tuberculosis of hip, tubercle bacilli found (in sputum) by microscopy",1,Tuberculosis,301
